Tweet_content,Sentiment Score
get medical eqiupment at very affordable prices,1
for hospital,0
rt immoralishme my 90 year old granny was sick last week but got better and was sent home from the hospital she’s still sick and went ba…,-1
nahhhh i’m dead trying to steal an iv from my hospital,-2
mainha falando que muita gente que morreu no hospital foi por erro médico,0
ela tá relando tantos casos aqui,0
rt jimlnlips this is my granpa,0
rt coco_tank_girl women allege medical abuse in georgia immigration detention ,-2
amanda said she awoke from surgery chained to a hospital…,0
we need tracing just so spreader magats are not allowed in hospital,0
no offense,0
rt _lauryncalo22 all my people in the valley/la,0
rt 1_ajibade we hope for the best and a better nigeria,2
get medical eqiupment at very affordable prices,1
for hospital,0
¡qué nivelón,0
voceswed con la pregunta de cómo va a dotar de personal el hospital nuevo se le ha escapado que van a reubicar a… https//tco/amomuc6kgi,0
manonrent alphamike777 iamowaisnoorani all pdm consists of thieves and dishonest people ,-1
they are working again… https//tco/6vu3i2mfzj,0
rt serranoalfonso me ha faltado que ayuso responda a cuantos km de cable habrá en el nuevo hospital,0
rt loloviejo -¿cuántos sanitarios va a contratar en el nuevo hospital de pandemias,0
"- ayuso ""son preguntas que no se le hace a una presi…",0
rt _saveourstatues the 300 year old statue of sir robert clayton is grade 1 listed,0
rt arkeliz ppmadrid idiazayuso la pregunta esnecesitabamos ese hospital1hay plantas de hospitales vacios2palabras de ayuso,0
rt _lauryncalo22 all my people in the valley/la,0
rt rthur013 cuando eres socialista de sofá como yeidckol polevnsky,0
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
alucino,0
rt doll_lenses saharareporters akaebube hqnigerianarmy for those who didn't read the article,0
the soldiers who were deployed from 6…,0
rt khanoisseur during 1918 flu pandemic,0
rt bnodesk france reports 52,0
- new cases 52,0
- positivity r…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt lovrega mejor paga los impuestos que adeudas avaro,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt koftownflower i never see rasta man for hospital beforethat means wee is good ✊😹,1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
3 things i’m grateful for today ,1
1 i decluttered the pantry and it looks awesome 💪,1
2 i stayed calm in an annoying… https//tco/hkj1hvqezp,1
la loca ayuso va a llevar médicos de los hospitales donde hacen falta al nuevo hospital que no era necesario,0
va a… https//tco/9dqgnupd0t,0
sonusood i will send money send me details including hospital receipt,0
rt beta_tinz betapipol tzy panchak was in kumba yesterday he visited 4 of the victims of the massacre,-1
rt blurryshrek gente,0
rt collider ericandre on season 5 of his wild adult swim fever dream,-2
rt jimlnlips this is my granpa,0
dstyie eu atualizado dos fofocas do hospital 🗣🗣🗣🗣,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt 1_ajibade we hope for the best and a better nigeria,2
get medical eqiupment at very affordable prices,1
for hospital,0
maskup,0
rt juanomarfierro a laura,0
rt quinnsgraham thinking about ryke running 3 miles to the hospital with daisy in his arms https//tco/yuclfawya9,0
en la única pregunta mínimamente incisiva ayuso colapsa,0
ya sabemos de donde tiene pensado sacar el personal sanit… https//tco/a6jexewcnd,0
"sintxaurrondo ha escuchado ""a una presidenta no se le pregunta eso"" al indagar si se han hecho contratos para el n… https//tco/znugor7sm0",0
rt akalonubenard god help us😓😢,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt manelvilasero idiazayuso diciéndole a la presentadora de telemadrid que a una presidenta no se le pregunta si el nuevo hospital de p…,0
rt shannonrwatts the only corner we’re turning,0
he’s in the hospital for three more days—mostly just to be monitored,0
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
chai💔💔💔😭😭😭😭,0
por favor,1
rt khanoisseur during 1918 flu pandemic,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
janmerges clairecmc yeah,0
rt msf_italia ⚠️ dopo l'attacco di questa mattina ad una scuola di kumba,0
minha mãe fez caldo de alho poró pq ela sabe que eu não como nd faz três dias e que eu não quero ir no hospital enf… https//tco/y1sxpa4lga,0
rt jon_statistics on 23rd october up to 517 people recovered from the corona virus and were released from hospital in england,-1
yes up to…,0
alphacatpa sltrib utahhospitals we have 4,0
we gave 305 hospitalized covid patie… https//tco/ytp29ac5gd,0
shstepanyan such a poor hospital instead of spending billions of dollars on missiles,-1
rt siddusss urgently need a+ve  blood in vizag for a lady undergoing treatment of platelets,0
patient name  mr gorale rama krishna ,1
loca…,0
sister is struggling with her 1st child while managing a hospital,-1
mom is struggling to lose weight amp urgently get a… https//tco/3xvrqvpoop,-2
people favorite lie to tell “i just got out the hospital” 🤣🤣,0
susanaramus gcangiano con hospital sin camas,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
rt ben_johns mps shouldn’t get expenses,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt miss_coulehan and yet i keep hearing about “exclusive halloween parties” next weekend have a sexy costume photo shoot alone,1
never thought i’d rt or even quote tweet varadkar but even by his standards this is a shocking admission,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
pharmacology scares me,0
eu vendo o vídeo da menina que foi para o hospital com cólica e voltou com um bebê 🤡🤡🤡🤡🤡🤡🤡,0
rt pialaperiodista 434 trabajadores del hospital temporal de quetzaltenango,0
rt wmpolice missing | this is an urgent appeal to trace craig evans have you seen him ,0
the 35-year-old left hospital in birmingham t…,0
rt ctvcalgary calgary's covid-19 field hospital hasn't seen a single patient with the illness yyc https//tco/t58azxvvww,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
rt diasasaigonados la periodista le pregunta por la contratación de personal para el nuevo hospital de valdebebas ayuso titubea habla d…,0
lauragalaxy_ ayuso está deseando inaugurar el hospital de valdebebas con muchos pacientes en la uci,0
fuuuuuuuuuuuuuu this is bad elpaso covid19 coronavirus,-1
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt _lauryncalo22 all my people in the valley/la,0
rounding the corner,0
truth33truth tricia63461260 gman1630 dale66882133 money_moose okietrumpbot coughlinshelly mikesmi24195603 … https//tco/6l4zq8014t,0
seeing ent to confirm of course,0
grateful the hg feels better,2
rt davido please where is the hospital that most of the patients have been taken too have they been treated for free  is there a bill…,1
muy fuerte ni idea de cuántos profesionales viva a contratar y que esto no se le pregunta a una presidenta es d… https//tco/hz9roebzxo,0
hoodlums in calabar broke into a psychiatric hospital and freed patients ,0
so basically mad people in the streets w… https//tco/heo5epcaqe,-1
rt nuriyliamalek bukan tak nak buat sendiri lepat pisang,0
📍jitra,0
a mi no me compete saber si hay personal y recursos en el nuevo hospital esas preguntas no se le hacen a una pres… https//tco/1uvhntpxgc,0
— açougue me fale mais sobre isso,0
rt eugenegu when i spoke out about racism at vanderbilt hospital,-1
rt jcarolinaisava pulsoregional bolivar 25oct cerca de la e/s caura en alta vista abandoraron a un bebé recién nacido aún con restos d…,0
that is a vile and disgusting claim they actually lost all their vacation days,-3
piersmorgan survival rates will also decrease once the hospitals reach full capacity because people can’t be treat… https//tco/igzuldoil9,1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt rez_777 samstein cementing the overturning of the affordable care act,1
rt repbarbaralee what we could pay for over the next year if we cut the military budget by 10% ,0
✅ 684,0
✅ 820,0
rt diasasaigonados la periodista le pregunta por la contratación de personal para el nuevo hospital de valdebebas ayuso titubea habla d…,0
rt koftownflower i never see rasta man for hospital beforethat means wee is good ✊😹,1
rt his_hrtbeat too bad,-1
we are expecting road,0
rt _lauryncalo22 all my people in the valley/la,0
rt 0x72616e64 scottvmeyers duzbme fatemperor mal675 thinkta93433354 fionamflanagan1 jamesdelingpole michaelyeadon3 uksciencechie…,0
rt _lauryncalo22 all my people in the valley/la,0
wake up everyone and realise what is going on the government is trying to control us by instilling fear there is… https//tco/oongziurd6,-1
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
declaraciones de ida,0
- el estado de alarma es un error,-1
- el estado de alarma es positivo,0
- nosotros llevamos razón… https//tco/htkvq0fzv5,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
anamduran3 en el hospital hay dos internas que parecen hermanas tuyas,0
rt serranoalfonso me ha faltado que ayuso responda a cuantos km de cable habrá en el nuevo hospital,0
rt rishibagree new twitter a/c,0
only 2-3 followers,0
one tweet,0
never tagged sonu sood,0
no location mentioned,0
no contact details,0
no email addr…,0
nao é uma lembraça,0
rt menelwencilla salgo de guardia 27 horas en el hospital,0
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt bawzz_lady jehovah jirehh ooooooooo,0
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
praying especially for low-income  people,0
sintxaurrondo mi más sincera enhorabuena por las repreguntas a la presidenta dela cam respecto al personal necesar… https//tco/akqwwnf5yk,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt _lauryncalo22 all my people in the valley/la,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
impresentable ayusodimision ayusolaincapaz,0
"rt gottalaff ""rounding the corner""",0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
hwngvvi si señora,0
acaba de comunicarnos ayuso que el nuevo hospital de valdebebas va a nutrirse de personal de otros hospitales vamo… https//tco/etkh85dqgz,0
rt zevshalev 3 birx decided to jettison the existing cdc reporting system for covid-19 which had been developed over 15 years,0
"rt basteiro ayuso confirma en una entrevista con telemadrid ""la proeza"" del hospital de pandemias que ""va a sorprender al mundo"" y estar…",0
rt jimlnlips this is my granpa,0
rt lovesickimjn this is already another level,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
improvised covid-19 testing booths to be used in albay gov’t hospital - https//tco/6dhqbjz88y https//tco/qzugo9ihny,0
rt bkives manitoba covid19 situation summary,0
- another high case count,0
- record hospitalization numbers and test-positivity percentage…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt serranoalfonso me ha faltado que ayuso responda a cuantos km de cable habrá en el nuevo hospital,0
benshapiro i've got this tampon stuck in my dick hole now i may need to go to the hospital my lawyer will be contacting you shortly,-2
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt lpz3 cousin's wife is an itu sister we have random catchups every couple of mths she's just been telling me that her hospital is now…,0
rt peteraqp dictador vizcarra pronto en cana,0
especial | vizcarra y el hospital de moquegua https//tco/hgn1ogfits vía elcomercio_peru,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
♌️ but a ‘catastrophe’  that’s different,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt enriquepenalosa bueno que alcaldesa visite el lote del hospital de usme,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
the man is seriously the absolute pits vote,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
rt diasasaigonados la periodista le pregunta por la contratación de personal para el nuevo hospital de valdebebas ayuso titubea habla d…,0
rt alysaguffeynews praying for the two nd students who died earlier today,-1
é que perder tempo e gasolina pra isso não pode ser coisa de gnt inteligente,0
no sé lo último que haría después de intentar matarme sería entrar a twitter a poner cada detalle y crear misterio… https//tco/j3almxqoky,0
rt file411 here realdonaldtrump makes a disgusting and vile claim with absolutely zero facts to support,-1
“doctors get more money and hos…,0
obviously more lockdowns needed to get more people sick,-1
rt sonusood that’s the best part brotheri find a needy amp they somehow find me it’s about,0
“intentions”,0
jfc,0
rt 1_ajibade we hope for the best and a better nigeria,2
get medical eqiupment at very affordable prices,1
for hospital,0
llamabusiness hari_miller i peed on the vicar who christened me - 2 decades later he was the chaplain in the hosp… https//tco/0ljczwxmkz,0
wow,1
rt _lauryncalo22 all my people in the valley/la,0
rt jjurtzi la ida acaba de decir que va a quitar médicos de otros hospitales para el nuevo hospital de valdebebas si así es idiazayus…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
they should be getting the same level of treatment trump received,1
rt angel41527796 anyone able to help,0
rt drpenking hoodlums in calabar broke into a psychiatric hospital and freed patients ,0
so basically mad people in the streets went to fr…,-1
rt mikel0126 declaraciones de ida,0
- el estado de alarma es un error,-1
- el estado de alarma es positivo,0
- nosotros llevamos razón,0
- pedi p…,0
rt koftownflower i never see rasta man for hospital beforethat means wee is good ✊😹,1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt _lauryncalo22 all my people in the valley/la,0
rt ajetscott haaaaaaaa,0
rt icarwsfallz louis é voluntário em um hospital infantil e ama ver o sorriso no rosto das crianças quando ele conta histórias de seus li…,0
rt bachyns horrific to see this playing out again “with new coronavirus cases shattering records on a daily basis,-1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt inesgcaballo díaz ayuso  contando ahora que el nuevo 'hospital de pandemias' va a contar con profesionales de otros hospitales vamos,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rafadelolmog esto,0
joebiden the university of washington’s institute for health metrics and evaluation released this week and they pa… https//tco/fd81bn2amn,0
rt bnodesk france reports 52,0
- new cases 52,0
- positivity r…,0
rt jimlnlips this is my granpa,0
rt hannaliubakova belarus doctors report that 10 ambulances left the spot in minsk after the explosions we don't know the exact number…,0
rt wmpolice missing | this is an urgent appeal to trace craig evans have you seen him ,0
the 35-year-old left hospital in birmingham t…,0
rt jimlnlips this is my granpa,0
rt angelcan13 ayudemos a danielito raulrivas05,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
dice díaz ayuso que va a trasladar a médicos de otros hospitales al nuevo hospital de pandemias cuando la periodis… https//tco/df3npz2om8,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
rt jum___jum feminist_co this is my brother,0
rt o_kanyy they vandalised and looted a psychiatric hospital in calabar,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt isidoresilver potus announces immediate stimulus,0
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
que tragédia meu deus https//tco/5nytynmbfj,0
some of us did the research ,0
and accordingly sounded the alarm,-1
sadly the predictions are worse than originally thou… https//tco/uylwgam3gq,-2
rt juliocesrchavez coronavirus cases in el paso are so out of hand that the convention center is being turned into an emergency hospital…,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
ia embora correndo ué,0
pulte my husband needs a heart transplant have wonderful doctors at musc but last week he was in the hospital wi… https//tco/ovhhpgvypn,1
rt _lauryncalo22 all my people in the valley/la,0
rt catswithnohope being kept company by one of the many hospital cats❤️ https//tco/enhww6jw6e,0
rt ianrholt titusnation as an er nurse it's getting rather tiresome to have to remind pts to wear masks in the damned hospital where we…,-2
rt ianrholt titusnation as an er nurse it's getting rather tiresome to have to remind pts to wear masks in the damned hospital where we…,-2
rt _lauryncalo22 all my people in the valley/la,0
rt somtosocial i lay on my hospital bed for two days this week,0
pos claro respeto,0
rt darrenmillarms we can't go on for another two weeks like this ,1
the welsh government must listen up and scrap the barmy ban on sales…,-1
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt gthomsonink imagine if we had no speed limits on highways except “common sense + “personal responsibility” and the government said we…,-1
rt immoralishme my 90 year old granny was sick last week but got better and was sent home from the hospital she’s still sick and went ba…,-1
rt ktsmtv breaking city residents urged to stay home for two weeks as hospital numbers soar to near 800 ,-1
https//tco/qok0gvdmzl,0
breesanna elliedionne so anna,0
rt paulnuki 7/cygnus made other recommendations an analysis of nhs surge capacity a calculation of lives saved/lost by closing hospital…,1
rt lollylarry1 22 yr old damilola was involved in an accident sometimes ago she underwent series of surgery which has cost her family ov…,0
rt maximebernier it’s not an ‘unintended consequence’ it’s the result of a panicky decision by politicians and bureaucrats to focus on t…,-1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt adexmee i want to move on from the protests and the unrest but this is someone’s brother 😫😭 ,-2
endsars,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
this week i got a response to the complaint i submitted to my local nhs trust regarding my experiences in the hospi… https//tco/ifrclwlhei,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt vgescobar el paso,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt kellywongmd did you know that you can vote from your hospital bed if you’re a registered voter hospitalized around election day find…,0
rt ktsmcelina ‼️breaking the el paso convention center to be turned into a auxiliary hospital during the ongoing covid-19 crisis ,-1
acco…,0
omg no this is so scary /,-1
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
rt jeremyswallace new federal disaster teams are now also heading for el paso this week to deal with the surge in covid-19 hospitalizati…,-1
rt officialaitlive looters break into the residence of former house speaker,-1
rt farouq_yahaya why did the twitter bird go to the hospital,0
“he had to get tweetment“,0
no puedo con tanta prepotencia,0
maryatleti o que trabajen 8 horas en su hospital y luego se vayan a hacer otras 8 allí,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
ishakaa susanhenshaw50 officialapcng i never knew that chap was such a brazen liar he can’t even mention the ho… https//tco/xnxock8dz4,-2
rt zach_fleisher a public post and plea from a front line physician at st boniface hospital remember that when our leadership may fail,-2
rt adexmee i want to move on from the protests and the unrest but this is someone’s brother 😫😭 ,-2
endsars,0
rt aguusgoro no puedo creer que duermas tranquilo pablojavkin,0
read jojo no kimyou na bouken part 6 stone ocean ch119 vol13 ,0
normal,0
rustyreid5 erictrump look dummy ,0
telemadrid idiazayuso sintxaurrondo vaya tela con la periodista,0
😂😂😂,0
diane10308672 todopensamient5 juanitolibritos lgtbigob por que claro tú sabes mucho más que el equipo médico de… https//tco/tvalzi37ka,0
rt danieliyam spinal tuberculosis outbreak about to happen in calabar 💔🤦‍♂️,-1
looters stole from the infectious diseases hospital idh…,-1
rt jimlnlips this is my granpa,0
🤣🤣🤣,0
rt rez_777 samstein cementing the overturning of the affordable care act,1
rt apollonio26 hospital playlist,0
adobe illustrator,0
"""i want to live doing the things i like and the things i want to do right now"" - da…",2
rt jon_statistics on 23rd october up to 517 people recovered from the corona virus and were released from hospital in england,-1
yes up to…,0
rt reyesfloresh ¡otro hospital más ahora fue el issste en piedrasnegras lo que era un elefante blanco,0
rt pahcbages atenció,0
estat d'alarma demà tenim dos desnonaments,0
el primer és a les 0930 al carrer hospital número 19-21 tenim el des…,0
1,0
40,0
8 million more people in poverty,-1
12 mil… https//tco/xcsc6uo2sa,0
rt herdingdog kylegriffin1 this is typical republican hypocrisy if pence is an essential worker let him go work a shift in a hospital o…,0
rt erbmjha what's this why 25/09 instead of 25/10 ,0
1 month pichhe chal rhe ho kya sir sonusood  https//tco/8jzebfwoca,0
pinkcap69 fuck,-1
*he sighs*,0
i was hoping you did,0
rt codeofvets urgent mission,-1
battlecreek mi,0
army/ng amp air force vet keith retired at 22 yrs not old enough to draw pension been in/o…,1
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt reyesfloresh ¡otro hospital más ahora fue el issste en piedrasnegras lo que era un elefante blanco,0
informativostm os ha faltado preguntar a la ayuso,0
federal disaster team sent,-1
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt vgescobar el paso,0
rt milkygoddess i need a hospital,0
rt effjayem i had covid in may there is no question about it,0
rt diasasaigonados la periodista le pregunta por la contratación de personal para el nuevo hospital de valdebebas ayuso titubea habla d…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt adriannormandc medicare determined that if you have a covid-19 admission to a hospital you’ll get paid $13,0
ha sido tremenda la entrevista va a mermar,0
rt _lauryncalo22 all my people in the valley/la,0
vim preocupadassa pro hospital achando q meu avô tava com dor etc ele ta aqui tranquilão secando o cruzeiro https//tco/o5bm4ol72s,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
rt marcpatrone and so it begins the left wing,0
rt fenrir_71 who needs hospital beds when big oil's around to wet their beaks,0
northdakota pandemic,0
covid19,0
https//tco/lkqpvw3r7l,0
stackguard viste a notícia do hospital de santarém que o diretor clínico fez queixa às autoridades de pessoal médi… https//tco/hejxvozt4u,0
physicians are not fraudulently completing death certificates or frivolously adding covid to someone’s list of diag… https//tco/mimukgmy3g,-1
rt mayevillanueva táchira un hombre identificado como gregorio jesús cáceres,0
rt juliocesrchavez coronavirus cases in el paso are so out of hand that the convention center is being turned into an emergency hospital…,-1
rt n_maryia 🙏🙏🙏prayforbelarus stopdictator belarus ❤️,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
davidch03996322 gerreyno andysaibhcarter in ireland,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt jimlnlips this is my granpa,0
rt dkb20 27 april i laid charges against him,0
that morning he held a large gathering at clairwood hospital,0
anabanchel de acuerdo,0
they had to shoot him thrice,0
rt mohossain top 10 metro areas in the usa for stem employment ,1
stem science,0
https//tco/v…,0
epdevilla such nonsense if masks worked ,0
rt nto1927 patient in your list from 26th september tweeting to help on 25th october 🤣कमाल है 🤣🤣🤣 another q those who finds you and you…,1
rt _lauryncalo22 all my people in the valley/la,0
rt jimlnlips this is my granpa,0
rt balogunshina98 good day everyone i am passionately and urgently appealing to well meaning people who are willing to contribute to the…,5
madre mía 🤦‍♀️,0
vayan a votar,0
rt diasasaigonados la periodista le pregunta por la contratación de personal para el nuevo hospital de valdebebas ayuso titubea habla d…,0
ohhhh,0
rt hugomabarca impresionante ayuso le preguntan en telemadrid si va a contratar personal sanitario nuevo para el hospital nuevo y dice q…,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
children's hospital los angeles 🤍🤍 https//tco/dspywmvqb2,0
qué sinvergüenza es y la de memos que le compran el discurso va a retirar personal de sitios que ya están en míni… https//tco/cifxn4arxx,0
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
"rt basteiro ayuso confirma en una entrevista con telemadrid ""la proeza"" del hospital de pandemias que ""va a sorprender al mundo"" y estar…",0
rt biancawjhl a 40-year-old black man filed a lawsuit thursday against loma linda university medical center in california and eight secur…,0
rt diasasaigonados la periodista le pregunta por la contratación de personal para el nuevo hospital de valdebebas ayuso titubea habla d…,0
rt antoniomaestre ayuso dando espectáculo,0
¿a cuántos sanitarios va a contratar para el nuevo hospital,0
a una presidenta no se le pregun…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
reincxrnxtion ,0
he's been so busy with trying to recover from his trip to the hospital that he forgot halloween wa… https//tco/lsmqtqgxfk,1
sol_reverter sol_reverter em quedo paralitzada en llegir l’ escrit de la meva amiga sol desitjo que aquestes hor… https//tco/voriwv04zo,0
rt gabodevzla elcitizen el show debe continuar ,0
por cierto ¿ese leopoldo que esperan las cámaras no es el que tú decías que estaba sin…,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt chrislu44 worth recalling how marc short,1
-advised pence not to wear a mask at the mayo clinic in violation of hospital rules,-1
-weaken…,0
rt theplacardguy tweet for help dated 20th october but sonu sir antaryami hain,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt lpz3 cousin's wife is an itu sister we have random catchups every couple of mths she's just been telling me that her hospital is now…,0
rt nicola70070968 kossamaras the same premier who was so stingy with hospital budgets that nursing staff were made to reuse materials an…,0
rt gxccicxchie they had to shoot him thrice https//tco/yabouebqay,0
rt mrtalbot51 buenos días,0
tw,0
