Tweet_content,Sentiment Score
his body was found by his relatives at the mortuar…,0
rt uressien walking into the hospital for the 13th day in a row after hearing it suggested that the rising number of covid19 cases and d…,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt betoorourke just got off the phone w a woman whose dad amp mom have covid and are at providence hospital in el paso her dad is a korea…,1
rt riotwomennn thank you  finally  the american medical association tweets a message to americans ,1
physicians are not inflating the c…,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt photopro28 99freemind jenninemorgan the facts are the hospitals have been far under capacity during covid 1000s of serious procedur…,0
i think the gop and especially the gop governors have shown they lack the intelligence,0
erbmjha sonusood it seems mr sonusood ,0
1 collects list  from hospital where surgeries have already been done… https//tco/mkglpuec70,0
rt _lauryncalo22 all my people in the valley/la,0
my heart goes out to you and your family 😷💙,0
rt _lauryncalo22 all my people in the valley/la,0
go donate,0
never seen an albino obituary poster,0
drdavidsamadi the us numbers are mostly fake so the europeans being closer to communism cheat even more  my docto… https//tco/ehhtwhhcas,-2
rt bhaveepatel08 a great opportunity to come and join our forward thinking paediatric pharmacy team at morriston hospital,1
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt _lauryncalo22 all my people in the valley/la,0
rt immoralishme my 90 year old granny was sick last week but got better and was sent home from the hospital she’s still sick and went ba…,-1
rt _buckmelanoma_ angie_rasmussen hoaxeye i have family that says otherwise just in the past week an elderly relative passed w/ pneumo…,0
bdg_xenoxiti yeah dude,0
rt lynnluvseddie i work at a hospital and this is not true,1
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
rt frasernelson at the peak of covid hospital cases,0
luvsgoddess10 he drove in the original halloween as well after he fled the mental hospital when he stole the car… https//tco/ugbc4lbtba,0
been in the hospital five days this was not the plan,0
rt houstonchron federal disaster team sent,-1
rt stnicholas_ng st nicholas hospital fully identify with the current situation and our sympathy is with the victims of the unfortunate…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt melaneelthomas impaired driving is,-1
rt latimes monica ramirez drove herself to the er on a july afternoon she was 30 weeks pregnant and she could not breathe,0
she woke fro…,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
"rt ddale8 as the president says things are going ""beautifully"" and that we're just catching mild cases because we're doing so much testin…",0
rt jonesthebosher winter is always tough for the nhs but this year will be even tougher if increasing numbers of patients with covid need…,2
rt lindapatch essenviews who in the goddamn hell is back to rallies 6 days after getting out of the hospital with covid at 74 no less…,-1
manuelpf05 mstang1970 guano_col chuckgrassley i know it’s hard for you to understand the difference between tes… https//tco/cf4hkqibys,-1
rt senatortom2 i am going to ask this again what’s going to happen when all those hospital bills come in the mail,0
rt jed_mercurio for an understanding of respiratory droplet transmission,0
rt immoralishme my 90 year old granny was sick last week but got better and was sent home from the hospital she’s still sick and went ba…,-1
dictatordan,0
i hope rachel is wrong but given andrews track record she is probably on the money,-1
this will be a tota… https//tco/kcgavysrdc,0
rt ingrahamangle read about the mother who couldn’t buy clothes for her child in the hospital  “covid in wales supermarket rules 'will…,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt ossoff another preventable and devastating rural hospital closure ,-1
i will fight to expand medicaid and deliver resources for georgia…,0
rt sruhle there are some very large trump donors who sit on hospital boards,1
how do…,0
rt stnicholas_ng st nicholas hospital facilities also,0
i miss the night we found out trump went to the hospital,0
rt _lauryncalo22 all my people in the valley/la,0
rt _lauryncalo22 all my people in the valley/la,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt mattbc we simply do not have the hospital capacity to sustain this https//tco/polksahcmj,0
rt jeremyswallace and in case you missed it,-1
sandygratt stupid government  what about having to buy nightwear for people in hospitalslippersunderwearit’… https//tco/d70ddiqqgb,-1
rt _lauryncalo22 all my people in the valley/la,0
vinoreyna there’s an emergency pet hospital in visalia 🥺,-1
rt schemaly never forget,0
rt _lauryncalo22 all my people in the valley/la,0
rt poetryofhobi send a card today to help make sure kids in the hospital feel some extra-special joy on halloween this year--plus,1
imallexx thank you for improving my day i’ve been in hospital and i’ve been having a lot of pain i go back to ho… https//tco/urnuijr5ma,1
rt drericding new—texas’s epidemic so bad now,-2
rt _lauryncalo22 all my people in the valley/la,0
rt sonusood that’s the best part brotheri find a needy amp they somehow find me it’s about,0
“intentions”,0
rt drbobphillips love the treatment flow chart neat,2
rt jamessurowiecki i thought virus was going to virus,-2
ksorbs what is there chance of spending two weeks in a hospital,0
try to think like a christian for once,1
rt jed_mercurio for an understanding of respiratory droplet transmission,0
wolfblitzer realdonaldtrump death rate and hospital rates down wolf,-1
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
if im ever in some kind of accident and wheeled into hospital etc,0
rt alexberenson lockdowns kill unnecessary media-driven panic kills,-4
kayleighmcenany realdonaldtrump that's a lot of people not wearing masks how many of them will get sick,-1
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt _lauryncalo22 all my people in the valley/la,0
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt nh_india india’s first worldcup-winning cricket captain kapildev was on sunday discharged from the hospital after undergoing a succ…,0
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
ask her was it worth putting hands on brizzie,1
rt bucksexton people are dying because of shut downs- in this case,-1
but sure,0
rt jimlnlips this is my granpa,0
rt clubspeaks i lost my blue cross plan under obama amp joebiden my new plan went up 1000 a month lost my doctor amp hospital deductible w…,-2
rt chidiodinkalu folorunsho olabisi was listed missing following the lekkimassacre ,0
his body was found by his relatives at the mortuar…,0
rt jimlnlips this is my granpa,0
rt anon_fa_mous biden later garnered controversy by making incorrect allegations that the truck’s driver,-3
“there’s not a lot of downsides to keeping a person’s mouth clean what we compete against is nurses,0
jobs opportunity in des moines,0
rt rmnvhill //tw attempted murder,-1
,0
,0
,0
,0
the police gave the fascist fighting squad permission to ‘take care of the protestors’ and so t…,-1
rt washingtonpost texas tries to shore up hospital capacity in el paso as coronavirus cases surge nationwide https//tco/jumwbstvvb,0
rt manuelfherrador ¿a qué os suena ayuso traducida al inglés,0
it's a great hospital it's gonna be the greatest hospital with more tha…,2
rt kurteichenwald my sister received her bill for the time her husband spent in the hospital with covid,0
